customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C-01669,Male,0,No,Yes,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,97.33,3411.65,Yes
C-01670,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.15,1180.14,Yes
C-01671,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),85.11,3652.67,Yes
C-01672,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.58,6980.52,Yes
C-01673,Female,0,No,Yes,71,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,61.27,4354.84,Yes
C-01674,Male,0,Yes,Yes,35,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,43.73,1529.83,Yes
C-01675,Male,1,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,71.78,4309.4,No
C-01676,Male,0,No,No,39,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,54.74,2141.78,No
C-01677,Male,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.29,846.39,No
C-01678,Male,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),69.62,,Yes
C-01679,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,109.6,3616.63,No
C-01680,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33.08,2219.12,No
C-01681,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,106.39,2119.24,No
C-01682,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.14,2189.4,Yes
C-01683,Male,0,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.71,170.91,No
C-01684,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.85,2099.82,Yes
C-01685,Male,0,No,No,2,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.38,142.9,No
C-01686,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),92.2,4602.37,Yes
C-01687,Female,0,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.95,1048.14,Yes
C-01688,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,100.58,5837.34,No
C-01689,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,81.58,405.6,No
C-01690,Female,0,No,Yes,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),47.5,1335.29,No
C-01691,Female,0,Yes,No,16,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.87,933.29,No
C-01692,Female,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),95.2,5614.48,No
C-01693,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,92.74,1942.25,No
C-01694,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.79,459.96,No
C-01695,Male,1,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,73.8,3684.54,No
C-01696,Female,0,No,No,49,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,46.4,2272.76,Yes
C-01697,Male,0,No,No,10,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.41,440.48,No
C-01698,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.55,1688.56,No
C-01699,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),99.96,7001.65,No
C-01700,Female,0,No,Yes,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.58,1990.36,No
C-01701,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.46,1196.92,No
C-01702,Female,1,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,108.08,7353.23,No
C-01703,Male,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,68.65,3234.05,Yes
C-01704,Male,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.69,1838.41,Yes
C-01705,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.45,577.62,Yes
C-01706,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),69.54,1327.47,No
C-01707,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.91,369.68,No
C-01708,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),106.16,7223.83,No
C-01709,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,102.06,5109.29,Yes
C-01710,Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.13,1784.49,Yes
C-01711,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.72,682.42,No
C-01712,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),74.74,373.88,No
C-01713,Male,0,Yes,No,70,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.56,3542.3,No
C-01714,Male,0,No,No,25,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.57,1804.44,No
C-01715,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),71.5,501.96,No
C-01716,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,58.91,4240.98,No
C-01717,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),96.52,298.81,Yes
C-01718,Male,1,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,67.41,1356.23,No
C-01719,Female,1,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.65,3205.45,No
C-01720,Male,0,No,Yes,20,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,61.95,1230.14,No
C-01721,Female,1,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.76,664.28,Yes
C-01722,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,56.53,795.34,No
C-01723,Male,0,Yes,No,34,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,43.69,1476.05,Yes
C-01724,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.95,1192.32,No
C-01725,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),73.48,3093.91,No
C-01726,Female,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,71.34,2846.2,No
C-01727,Female,0,No,No,36,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,54.76,1962.39,No
C-01728,Male,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,101.23,5670.49,Yes
C-01729,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),96.35,3959.28,No
C-01730,Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,79.37,3657.71,No
C-01731,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,95.89,5762.9,Yes
C-01732,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.05,1305.72,Yes
C-01733,Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,97.66,6541.97,No
C-01734,Female,1,No,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.84,4888.61,Yes
C-01735,Male,1,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.33,768.42,Yes
C-01736,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.22,1382.06,No
C-01737,Male,1,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,83.91,1593.25,No
C-01738,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.64,3313.8,Yes
C-01739,Male,1,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.36,2628.79,Yes
C-01740,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.57,192.57,Yes
C-01741,Female,0,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.7,3838.74,No
C-01742,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.62,1177.91,No
C-01743,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,73.82,3755.76,Yes
C-01744,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.66,308.92,Yes
C-01745,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.76,3408.28,Yes
C-01746,Female,0,Yes,No,22,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),51.54,1131.41,No
C-01747,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,48.26,529.8,No
C-01748,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.97,3824.08,No
C-01749,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.55,754.83,No
C-01750,Male,0,No,No,48,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.54,3634.48,No
C-01751,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),63.8,1275.83,Yes
C-01752,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.33,459.27,No
C-01753,Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.66,897.22,Yes
C-01754,Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.19,824.4,No
C-01755,Male,1,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.38,455.07,No
C-01756,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.44,1890.62,No
C-01757,Male,0,Yes,No,67,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.64,3651.35,No
C-01758,Male,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.82,2359.24,Yes
C-01759,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),76.77,4001.89,Yes
C-01760,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.66,4371.41,No
C-01761,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,105.47,6535.82,No
C-01762,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.13,1516.36,Yes
C-01763,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,76.79,3987.27,Yes
C-01764,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),100.99,5653.47,No
C-01765,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.12,1070.99,No
C-01766,Female,1,No,No,42,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,42.15,1763.0,No
C-01767,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),69.05,411.58,No
C-01768,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),107.44,4407.18,No
C-01769,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.79,193.3,No
C-01770,Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,71.24,4835.21,No
C-01771,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,67.39,260.25,No
C-01772,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.78,946.55,No
C-01773,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),42.24,120.52,Yes
C-01774,Female,0,No,Yes,1,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),45.56,46.35,No
C-01775,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,62.49,4123.45,No
C-01776,Female,0,No,Yes,20,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,66.58,1328.1,No
C-01777,Female,0,Yes,No,69,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,44.95,3108.22,No
C-01778,Male,0,Yes,No,42,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,65.43,2748.16,No
C-01779,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,101.7,6907.43,No
C-01780,Female,0,Yes,Yes,8,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),98.12,780.88,No
C-01781,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,94.19,2552.6,No
C-01782,Female,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,105.56,2648.54,Yes
C-01783,Female,1,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),84.46,164.01,No
C-01784,Female,0,Yes,No,72,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,66.51,4782.06,No
C-01785,Male,1,Yes,No,48,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),48.95,2349.51,No
C-01786,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,75.92,1214.35,No
C-01787,Female,1,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.69,1466.98,Yes
C-01788,Female,0,No,No,54,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,47.9,2587.19,No
C-01789,Male,1,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.72,1330.48,No
C-01790,Female,1,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),82.19,2704.57,No
C-01791,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,68.92,4687.97,No
C-01792,Female,1,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,78.41,1106.39,No
C-01793,Male,0,Yes,No,46,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.48,3004.83,No
C-01794,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,77.55,159.2,Yes
C-01795,Female,0,Yes,No,27,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),45.9,1238.06,Yes
C-01796,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),109.54,214.96,Yes
C-01797,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.55,98.71,No
C-01798,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.69,2569.83,Yes
C-01799,Male,1,Yes,Yes,44,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,60.01,2642.11,No
C-01800,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.81,1321.84,No
C-01801,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.55,1291.82,No
C-01802,Male,1,Yes,Yes,36,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,64.01,2306.26,Yes
C-01803,Male,1,No,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),92.46,5915.82,No
C-01804,Female,1,Yes,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,56.33,442.38,No
C-01805,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.24,293.76,No
C-01806,Male,1,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),74.88,4782.52,No
C-01807,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.51,59.19,No
C-01808,Male,0,No,No,25,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,105.82,2651.12,Yes
C-01809,Female,0,Yes,No,52,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,56.3,2918.36,No
C-01810,Female,0,No,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.03,843.83,No
C-01811,Female,0,Yes,No,25,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,91.31,2291.74,No
C-01812,Male,0,No,Yes,22,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,54.2,1185.82,No
C-01813,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),73.31,2124.33,No
C-01814,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.8,737.71,No
C-01815,Female,0,No,No,71,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,57.24,4063.05,No
C-01816,Male,0,No,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,98.94,6235.63,No
C-01817,Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),71.0,1489.08,No
C-01818,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,79.83,1110.59,No
C-01819,Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,107.89,5925.73,Yes
C-01820,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.22,465.07,No
C-01821,Male,1,Yes,No,46,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),46.56,2136.53,No
C-01822,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),69.58,3625.11,No
C-01823,Female,0,Yes,No,52,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,46.15,2404.66,No
C-01824,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,73.49,,No
C-01825,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.38,22.4,No
C-01826,Male,1,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.7,1688.74,No
C-01827,Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,78.13,1408.23,No
C-01828,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,61.04,3729.64,No
C-01829,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.2,2419.41,No
C-01830,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.97,357.66,No
C-01831,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),34.28,854.52,No
C-01832,Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,109.23,2833.65,No
C-01833,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.92,922.67,No
C-01834,Male,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),74.28,1039.48,No
C-01835,Female,0,No,No,45,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),54.82,2463.23,No
C-01836,Female,1,Yes,Yes,0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,46.84,,No
C-01837,Female,1,Yes,No,59,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.11,3071.61,No
C-01838,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),71.82,4018.78,No
C-01839,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.99,41.29,No
C-01840,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),97.35,1655.76,Yes
C-01841,Female,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,75.26,3837.14,No
C-01842,Female,0,No,Yes,59,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,83.75,4935.18,No
C-01843,Female,1,Yes,Yes,33,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.88,2131.3,Yes
C-01844,Male,1,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.65,4043.37,No
C-01845,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.27,572.61,No
C-01846,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.01,6247.34,No
C-01847,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,91.26,1637.18,No
C-01848,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),105.81,2220.42,No
C-01849,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.67,786.03,No
C-01850,Female,0,Yes,Yes,37,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.51,2757.63,Yes
